"","lat","lon","year","month","day","monthDay","temp_2","lat_lon"
"1",38.4667,-123.2676,2011,4,1,4.1,10.5455102920532,"38.4667_-123.2676"
"2",38.4667,-123.2676,2011,4,2,4.2,10.6434173583984,"38.4667_-123.2676"
"3",38.4667,-123.2676,2011,4,3,4.3,10.5927629470825,"38.4667_-123.2676"
"4",38.4667,-123.2676,2011,4,4,4.4,9.99134159088129,"38.4667_-123.2676"
"5",38.4667,-123.2676,2011,4,5,4.5,9.90084648132321,"38.4667_-123.2676"
"6",38.4667,-123.2676,2011,4,6,4.6,9.8877792358398,"38.4667_-123.2676"
"7",38.4667,-123.2676,2011,4,7,4.7,9.53515720367426,"38.4667_-123.2676"
"8",38.4667,-123.2676,2011,4,8,4.8,9.03899097442623,"38.4667_-123.2676"
"9",38.4667,-123.2676,2011,4,9,4.9,8.86723804473873,"38.4667_-123.2676"
"10",38.4667,-123.2676,2011,4,10,4.1,8.93440151214596,"38.4667_-123.2676"
"11",38.4667,-123.2676,2011,4,11,4.11,9.18959140777585,"38.4667_-123.2676"
"12",38.4667,-123.2676,2011,4,12,4.12,9.37944412231442,"38.4667_-123.2676"
"13",38.4667,-123.2676,2011,4,13,4.13,9.63499927520748,"38.4667_-123.2676"
"14",38.4667,-123.2676,2011,4,14,4.14,9.25409698486324,"38.4667_-123.2676"
"15",38.4667,-123.2676,2011,4,15,4.15,9.08713912963862,"38.4667_-123.2676"
"16",38.4667,-123.2676,2011,4,16,4.16,8.84777069091794,"38.4667_-123.2676"
"17",38.4667,-123.2676,2011,4,17,4.17,9.1509981155395,"38.4667_-123.2676"
"18",38.4667,-123.2676,2011,4,18,4.18,9.44645977020258,"38.4667_-123.2676"
"19",38.4667,-123.2676,2011,4,19,4.19,9.69054985046382,"38.4667_-123.2676"
"20",38.4667,-123.2676,2011,4,20,4.2,9.34499931335444,"38.4667_-123.2676"
"21",38.4667,-123.2676,2011,4,21,4.21,9.12383079528805,"38.4667_-123.2676"
"22",38.4667,-123.2676,2011,4,22,4.22,9.27333545684809,"38.4667_-123.2676"
"23",38.4667,-123.2676,2011,4,23,4.23,9.13680934906002,"38.4667_-123.2676"
"24",38.4667,-123.2676,2011,4,24,4.24,9.16066265106195,"38.4667_-123.2676"
"25",38.4667,-123.2676,2011,4,25,4.25,9.32634449005121,"38.4667_-123.2676"
"26",38.4667,-123.2676,2011,4,26,4.26,9.48482704162593,"38.4667_-123.2676"
"27",38.4667,-123.2676,2011,4,27,4.27,9.46409130096432,"38.4667_-123.2676"
"28",38.4667,-123.2676,2011,4,28,4.28,9.56728172302241,"38.4667_-123.2676"
"29",38.4667,-123.2676,2011,4,29,4.29,9.48765945434565,"38.4667_-123.2676"
"30",38.4667,-123.2676,2011,4,30,4.3,9.62644863128658,"38.4667_-123.2676"
"31",38.4667,-123.2676,2011,5,1,5.1,9.58369731903073,"38.4667_-123.2676"
"32",38.4667,-123.2676,2011,5,2,5.2,9.08206462860104,"38.4667_-123.2676"
"33",38.4667,-123.2676,2011,5,3,5.3,8.95154857635494,"38.4667_-123.2676"
"34",38.4667,-123.2676,2011,5,4,5.4,9.0554637908935,"38.4667_-123.2676"
"35",38.4667,-123.2676,2011,5,5,5.5,9.1492538452148,"38.4667_-123.2676"
"36",38.4667,-123.2676,2011,5,6,5.6,9.55089378356929,"38.4667_-123.2676"
"37",38.4667,-123.2676,2011,5,7,5.7,9.63014125823971,"38.4667_-123.2676"
"38",38.4667,-123.2676,2011,5,8,5.8,9.57348632812496,"38.4667_-123.2676"
"39",38.4667,-123.2676,2011,5,9,5.9,9.15157985687251,"38.4667_-123.2676"
"40",38.4667,-123.2676,2011,5,10,5.1,8.98300266265863,"38.4667_-123.2676"
"41",38.4667,-123.2676,2011,5,11,5.11,9.27589130401606,"38.4667_-123.2676"
"42",38.4667,-123.2676,2011,5,12,5.12,8.91173934936518,"38.4667_-123.2676"
"43",38.4667,-123.2676,2011,5,13,5.13,8.9483270645141,"38.4667_-123.2676"
"44",38.4667,-123.2676,2011,5,14,5.14,8.99861145019527,"38.4667_-123.2676"
"45",38.4667,-123.2676,2011,5,15,5.15,9.3607206344604,"38.4667_-123.2676"
"46",38.4667,-123.2676,2011,5,16,5.16,9.7587099075317,"38.4667_-123.2676"
"47",38.4667,-123.2676,2011,5,17,5.17,10.0066261291503,"38.4667_-123.2676"
"48",38.4667,-123.2676,2011,5,18,5.18,9.37947940826411,"38.4667_-123.2676"
"49",38.4667,-123.2676,2011,5,19,5.19,9.27609634399409,"38.4667_-123.2676"
"50",38.4667,-123.2676,2011,5,20,5.2,9.13089179992672,"38.4667_-123.2676"
"51",38.4667,-123.2676,2011,5,21,5.21,8.88172531127926,"38.4667_-123.2676"
"52",38.4667,-123.2676,2011,5,22,5.22,8.99898147583002,"38.4667_-123.2676"
"53",38.4667,-123.2676,2011,5,23,5.23,8.39840698242183,"38.4667_-123.2676"
"54",38.4667,-123.2676,2011,5,24,5.24,8.25584030151362,"38.4667_-123.2676"
"55",38.4667,-123.2676,2011,5,25,5.25,8.19383430480953,"38.4667_-123.2676"
"56",38.4667,-123.2676,2011,5,26,5.26,7.87846040725703,"38.4667_-123.2676"
"57",38.4667,-123.2676,2011,5,27,5.27,9.60041141510004,"38.4667_-123.2676"
"58",38.4667,-123.2676,2011,5,28,5.28,9.47107696533199,"38.4667_-123.2676"
"59",38.4667,-123.2676,2011,5,29,5.29,9.87265586853024,"38.4667_-123.2676"
"60",38.4667,-123.2676,2011,5,30,5.3,8.89746856689448,"38.4667_-123.2676"
"61",38.4667,-123.2676,2011,5,31,5.31,8.48827362060544,"38.4667_-123.2676"
"62",38.4667,-123.2676,2011,6,1,6.1,8.65717315673824,"38.4667_-123.2676"
"63",38.4667,-123.2676,2011,6,2,6.2,9.59034252166744,"38.4667_-123.2676"
"64",38.4667,-123.2676,2011,6,3,6.3,8.40627098083492,"38.4667_-123.2676"
"65",38.4667,-123.2676,2011,6,4,6.4,8.86184692382809,"38.4667_-123.2676"
"66",38.4667,-123.2676,2011,6,5,6.5,10.5395021438598,"38.4667_-123.2676"
"67",38.4667,-123.2676,2011,6,6,6.6,10.8417091369628,"38.4667_-123.2676"
"68",38.4667,-123.2676,2011,6,7,6.7,10.6929874420166,"38.4667_-123.2676"
"69",38.4667,-123.2676,2011,6,8,6.8,10.0484237670898,"38.4667_-123.2676"
"70",38.4667,-123.2676,2011,6,9,6.9,10.457402229309,"38.4667_-123.2676"
"71",38.4667,-123.2676,2011,6,10,6.1,9.49514770507809,"38.4667_-123.2676"
"72",38.4667,-123.2676,2011,6,11,6.11,10.5021724700927,"38.4667_-123.2676"
"73",38.4667,-123.2676,2011,6,12,6.12,10.4788122177123,"38.4667_-123.2676"
"74",38.4667,-123.2676,2011,6,13,6.13,11.4584941864013,"38.4667_-123.2676"
"75",38.4667,-123.2676,2011,6,14,6.14,10.909779548645,"38.4667_-123.2676"
"76",38.4667,-123.2676,2011,6,15,6.15,9.48435211181637,"38.4667_-123.2676"
"77",38.4667,-123.2676,2011,6,16,6.16,9.49685478210445,"38.4667_-123.2676"
"78",38.4667,-123.2676,2011,6,17,6.17,9.3915977478027,"38.4667_-123.2676"
"79",38.4667,-123.2676,2011,6,18,6.18,9.11148166656488,"38.4667_-123.2676"
"80",38.4667,-123.2676,2011,6,19,6.19,8.73944377899164,"38.4667_-123.2676"
"81",38.4667,-123.2676,2011,6,20,6.2,8.77273082733151,"38.4667_-123.2676"
"82",38.4667,-123.2676,2011,6,21,6.21,9.10849475860592,"38.4667_-123.2676"
"83",38.4667,-123.2676,2011,6,22,6.22,9.90836715698237,"38.4667_-123.2676"
"84",38.4667,-123.2676,2011,6,23,6.23,9.6425170898437,"38.4667_-123.2676"
"85",38.4667,-123.2676,2011,6,24,6.24,9.35733604431148,"38.4667_-123.2676"
"86",38.4667,-123.2676,2011,6,25,6.25,9.26986217498776,"38.4667_-123.2676"
"87",38.4667,-123.2676,2011,6,26,6.26,9.17608928680415,"38.4667_-123.2676"
"88",38.4667,-123.2676,2011,6,27,6.27,9.09155941009516,"38.4667_-123.2676"
"89",38.4667,-123.2676,2011,6,28,6.28,9.35536098480219,"38.4667_-123.2676"
"90",38.4667,-123.2676,2011,6,29,6.29,9.97685718536373,"38.4667_-123.2676"
"91",38.4667,-123.2676,2011,6,30,6.3,9.61732959747309,"38.4667_-123.2676"
"92",38.4667,-123.2676,2011,7,1,7.1,9.56048202514643,"38.4667_-123.2676"
"93",38.4667,-123.2676,2011,7,2,7.2,9.72591876983639,"38.4667_-123.2676"
"94",38.4667,-123.2676,2011,7,3,7.3,9.19954395294184,"38.4667_-123.2676"
"95",38.4667,-123.2676,2011,7,10,7.1,8.82902145385739,"38.4667_-123.2676"
"96",38.4667,-123.2676,2011,7,11,7.11,8.84696483612057,"38.4667_-123.2676"
"97",38.4667,-123.2676,2011,7,12,7.12,9.10515594482417,"38.4667_-123.2676"
"98",38.4667,-123.2676,2011,7,13,7.13,10.537013053894,"38.4667_-123.2676"
"99",38.4667,-123.2676,2011,7,14,7.14,10.4477071762085,"38.4667_-123.2676"
"100",38.4667,-123.2676,2011,7,15,7.15,10.56187915802,"38.4667_-123.2676"
"101",38.4667,-123.2676,2011,7,16,7.16,10.1506071090698,"38.4667_-123.2676"
"102",38.4667,-123.2676,2011,7,17,7.17,10.2705516815185,"38.4667_-123.2676"
"103",38.4667,-123.2676,2011,7,18,7.18,11.3303165435791,"38.4667_-123.2676"
"104",38.4667,-123.2676,2011,7,19,7.19,11.4739255905151,"38.4667_-123.2676"
"105",38.4667,-123.2676,2011,7,20,7.2,11.1822309494018,"38.4667_-123.2676"
"106",38.4667,-123.2676,2011,7,21,7.21,9.82127761840815,"38.4667_-123.2676"
"107",38.4667,-123.2676,2011,7,22,7.22,9.3802518844604,"38.4667_-123.2676"
"108",38.4667,-123.2676,2011,7,23,7.23,9.50970935821529,"38.4667_-123.2676"
"109",38.4667,-123.2676,2011,7,24,7.24,10.0792427062988,"38.4667_-123.2676"
"110",38.4667,-123.2676,2011,7,25,7.25,10.1346178054809,"38.4667_-123.2676"
"111",38.4667,-123.2676,2011,7,26,7.26,9.91675758361813,"38.4667_-123.2676"
"112",38.4667,-123.2676,2011,7,27,7.27,9.83765983581539,"38.4667_-123.2676"
"113",38.4667,-123.2676,2011,7,28,7.28,9.8696727752685,"38.4667_-123.2676"
"114",38.4667,-123.2676,2011,7,29,7.29,8.49031352996822,"38.4667_-123.2676"
"115",38.4667,-123.2676,2011,7,30,7.3,10.9445295333862,"38.4667_-123.2676"
"116",38.4667,-123.2676,2011,7,31,7.31,10.8146753311157,"38.4667_-123.2676"
"117",38.4667,-123.2676,2012,4,1,4.1,10.5209121704101,"38.4667_-123.2676"
"118",38.4667,-123.2676,2012,4,2,4.2,10.4028568267822,"38.4667_-123.2676"
"119",38.4667,-123.2676,2012,4,3,4.3,10.3730554580688,"38.4667_-123.2676"
"120",38.4667,-123.2676,2012,4,4,4.4,10.4677429199218,"38.4667_-123.2676"
"121",38.4667,-123.2676,2012,4,5,4.5,10.4858741760253,"38.4667_-123.2676"
"122",38.4667,-123.2676,2012,4,6,4.6,10.2109584808349,"38.4667_-123.2676"
"123",38.4667,-123.2676,2012,4,7,4.7,9.9496574401855,"38.4667_-123.2676"
"124",38.4667,-123.2676,2012,4,8,4.8,10.0477752685546,"38.4667_-123.2676"
"125",38.4667,-123.2676,2012,4,9,4.9,10.0964851379394,"38.4667_-123.2676"
"126",38.4667,-123.2676,2012,4,10,4.1,10.0862369537353,"38.4667_-123.2676"
"127",38.4667,-123.2676,2012,4,11,4.11,10.2427139282226,"38.4667_-123.2676"
"128",38.4667,-123.2676,2012,4,12,4.12,10.557144165039,"38.4667_-123.2676"
"129",38.4667,-123.2676,2012,4,13,4.13,10.8893375396728,"38.4667_-123.2676"
"130",38.4667,-123.2676,2012,4,14,4.14,10.6583213806152,"38.4667_-123.2676"
"131",38.4667,-123.2676,2012,4,15,4.15,10.2705078125,"38.4667_-123.2676"
"132",38.4667,-123.2676,2012,4,16,4.16,10.1997547149658,"38.4667_-123.2676"
"133",38.4667,-123.2676,2012,4,17,4.17,10.4036092758178,"38.4667_-123.2676"
"134",38.4667,-123.2676,2012,4,18,4.18,9.73868179321285,"38.4667_-123.2676"
"135",38.4667,-123.2676,2012,4,19,4.19,9.85921192169185,"38.4667_-123.2676"
"136",38.4667,-123.2676,2012,4,20,4.2,10.0669193267822,"38.4667_-123.2676"
"137",38.4667,-123.2676,2012,4,21,4.21,9.9734020233154,"38.4667_-123.2676"
"138",38.4667,-123.2676,2012,4,22,4.22,7.58464908599848,"38.4667_-123.2676"
"139",38.4667,-123.2676,2012,4,23,4.23,9.1553754806518,"38.4667_-123.2676"
"140",38.4667,-123.2676,2012,4,24,4.24,10.1913652420043,"38.4667_-123.2676"
"141",38.4667,-123.2676,2012,4,25,4.25,10.3718786239624,"38.4667_-123.2676"
"142",38.4667,-123.2676,2012,4,26,4.26,11.4992361068725,"38.4667_-123.2676"
"143",38.4667,-123.2676,2012,4,27,4.27,11.2487382888793,"38.4667_-123.2676"
"144",38.4667,-123.2676,2012,4,28,4.28,9.73419380187983,"38.4667_-123.2676"
"145",38.4667,-123.2676,2012,4,29,4.29,8.72557258605951,"38.4667_-123.2676"
"146",38.4667,-123.2676,2012,4,30,4.3,9.44512176513667,"38.4667_-123.2676"
"147",38.4667,-123.2676,2012,5,1,5.1,9.37887763977045,"38.4667_-123.2676"
"148",38.4667,-123.2676,2012,5,2,5.2,9.06012630462641,"38.4667_-123.2676"
"149",38.4667,-123.2676,2012,5,3,5.3,8.78906440734858,"38.4667_-123.2676"
"150",38.4667,-123.2676,2012,5,4,5.4,9.12622070312494,"38.4667_-123.2676"
"151",38.4667,-123.2676,2012,5,5,5.5,9.00382614135737,"38.4667_-123.2676"
"152",38.4667,-123.2676,2012,5,6,5.6,8.51395416259761,"38.4667_-123.2676"
"153",38.4667,-123.2676,2012,5,7,5.7,8.52311801910395,"38.4667_-123.2676"
"154",38.4667,-123.2676,2012,5,8,5.8,7.8085374832153,"38.4667_-123.2676"
"155",38.4667,-123.2676,2012,5,9,5.9,7.76872253417963,"38.4667_-123.2676"
"156",38.4667,-123.2676,2012,5,10,5.1,7.87885189056393,"38.4667_-123.2676"
"157",38.4667,-123.2676,2012,5,11,5.11,7.85569620132441,"38.4667_-123.2676"
"158",38.4667,-123.2676,2012,5,12,5.12,7.3465867042541,"38.4667_-123.2676"
"159",38.4667,-123.2676,2012,5,13,5.13,8.75993156433102,"38.4667_-123.2676"
"160",38.4667,-123.2676,2012,5,14,5.14,9.54418087005612,"38.4667_-123.2676"
"161",38.4667,-123.2676,2012,5,15,5.15,8.5731220245361,"38.4667_-123.2676"
"162",38.4667,-123.2676,2012,5,16,5.16,8.52377223968501,"38.4667_-123.2676"
"163",38.4667,-123.2676,2012,5,17,5.17,7.93550252914426,"38.4667_-123.2676"
"164",38.4667,-123.2676,2012,5,18,5.18,7.82885026931758,"38.4667_-123.2676"
"165",38.4667,-123.2676,2012,5,19,5.19,7.48846340179439,"38.4667_-123.2676"
"166",38.4667,-123.2676,2012,5,20,5.2,7.96276044845576,"38.4667_-123.2676"
"167",38.4667,-123.2676,2012,5,21,5.21,8.30580997467037,"38.4667_-123.2676"
"168",38.4667,-123.2676,2012,5,22,5.22,8.75888538360591,"38.4667_-123.2676"
"169",38.4667,-123.2676,2012,5,23,5.23,8.77997970581049,"38.4667_-123.2676"
"170",38.4667,-123.2676,2012,5,24,5.24,8.05387020111081,"38.4667_-123.2676"
"171",38.4667,-123.2676,2012,5,25,5.25,8.09350681304926,"38.4667_-123.2676"
"172",38.4667,-123.2676,2012,5,26,5.26,8.16009235382075,"38.4667_-123.2676"
"173",38.4667,-123.2676,2012,5,27,5.27,8.3888483047485,"38.4667_-123.2676"
"174",38.4667,-123.2676,2012,5,28,5.28,8.88353919982904,"38.4667_-123.2676"
"175",38.4667,-123.2676,2012,5,29,5.29,8.3118047714233,"38.4667_-123.2676"
"176",38.4667,-123.2676,2012,5,30,5.3,8.31845283508298,"38.4667_-123.2676"
"177",38.4667,-123.2676,2012,5,31,5.31,8.15303421020502,"38.4667_-123.2676"
"178",38.4667,-123.2676,2012,6,1,6.1,7.91262435913081,"38.4667_-123.2676"
"179",38.4667,-123.2676,2012,6,2,6.2,8.39853000640864,"38.4667_-123.2676"
"180",38.4667,-123.2676,2012,6,3,6.3,8.19228076934811,"38.4667_-123.2676"
"181",38.4667,-123.2676,2012,6,4,6.4,8.21206188201899,"38.4667_-123.2676"
"182",38.4667,-123.2676,2012,6,5,6.5,8.51688766479488,"38.4667_-123.2676"
"183",38.4667,-123.2676,2012,6,6,6.6,8.16467189788815,"38.4667_-123.2676"
"184",38.4667,-123.2676,2012,6,7,6.7,8.29860019683833,"38.4667_-123.2676"
"185",38.4667,-123.2676,2012,6,8,6.8,8.38564300537106,"38.4667_-123.2676"
"186",38.4667,-123.2676,2012,6,9,6.9,8.87175178527826,"38.4667_-123.2676"
"187",38.4667,-123.2676,2012,6,10,6.1,8.76332950592036,"38.4667_-123.2676"
"188",38.4667,-123.2676,2012,6,11,6.11,8.61062335968013,"38.4667_-123.2676"
"189",38.4667,-123.2676,2012,6,12,6.12,8.05338954925531,"38.4667_-123.2676"
"190",38.4667,-123.2676,2012,6,13,6.13,7.98887491226193,"38.4667_-123.2676"
"191",38.4667,-123.2676,2012,6,14,6.14,7.99534130096431,"38.4667_-123.2676"
"192",38.4667,-123.2676,2012,6,15,6.15,7.83975934982294,"38.4667_-123.2676"
"193",38.4667,-123.2676,2012,6,16,6.16,7.76980018615717,"38.4667_-123.2676"
"194",38.4667,-123.2676,2012,6,17,6.17,7.2297711372375,"38.4667_-123.2676"
"195",38.4667,-123.2676,2012,6,18,6.18,7.55091190338132,"38.4667_-123.2676"
"196",38.4667,-123.2676,2012,6,19,6.19,7.73115921020503,"38.4667_-123.2676"
"197",38.4667,-123.2676,2012,6,20,6.2,7.61737203598017,"38.4667_-123.2676"
"198",38.4667,-123.2676,2012,6,21,6.21,7.25540781021114,"38.4667_-123.2676"
"199",38.4667,-123.2676,2012,6,22,6.22,7.98366689682003,"38.4667_-123.2676"
"200",38.4667,-123.2676,2012,6,23,6.23,7.99165773391719,"38.4667_-123.2676"
"201",38.4667,-123.2676,2012,6,24,6.24,8.34195232391352,"38.4667_-123.2676"
"202",38.4667,-123.2676,2012,6,25,6.25,9.32181453704828,"38.4667_-123.2676"
"203",38.4667,-123.2676,2012,6,26,6.26,9.19756031036371,"38.4667_-123.2676"
"204",38.4667,-123.2676,2012,6,27,6.27,8.76918792724606,"38.4667_-123.2676"
"205",38.4667,-123.2676,2012,6,28,6.28,8.48514270782466,"38.4667_-123.2676"
"206",38.4667,-123.2676,2012,6,29,6.29,9.62786388397212,"38.4667_-123.2676"
